Cluster,Center_Latitude,Center_Longitude,Total_Accidents,Dominant_Severity,Dominant_Weather,Dominant_Road_Type,Average_Speed,Average_Casualties,Peak_Hour,Fatal_Count,Serious_Count,Slight_Count
2191,51.023617,-4.2074304,473,Slight,Fine No High Winds,Single Carriageway,34.9,1.35,16.0,2,55,416
1358,52.186703,1.0019344,470,Slight,Fine No High Winds,Single Carriageway,38.6,1.28,17.0,6,64,400
692,52.67973,-1.9287896,468,Slight,Fine No High Winds,Single Carriageway,32.18,1.34,8.0,6,39,423
1435,51.91512,-0.6590599,467,Slight,Fine No High Winds,Single Carriageway,31.41,1.25,8.0,4,50,413
697,52.90575,-1.8737671,465,Slight,Fine No High Winds,Single Carriageway,42.15,1.4,15.0,7,31,427
2531,53.32757,-3.410989,463,Slight,Fine No High Winds,Single Carriageway,31.92,1.46,15.0,4,63,396
1482,51.816654,-0.35241294,462,Slight,Fine No High Winds,Single Carriageway,31.41,1.25,16.0,2,67,393
2772,56.189114,-3.0219479,459,Slight,Fine No High Winds,Single Carriageway,30.04,1.23,16.0,5,78,376
363,53.77874,-1.0678637,456,Slight,Fine No High Winds,Single Carriageway,35.15,1.22,15.0,0,53,403
2025,50.86328,0.25403473,454,Slight,Fine No High Winds,Single Carriageway,38.88,1.27,16.0,8,92,354
1833,51.175938,-0.64978844,451,Slight,Fine No High Winds,Single Carriageway,47.29,1.49,8.0,4,71,376
2610,51.654053,-3.3229945,449,Slight,Fine No High Winds,Single Carriageway,45.35,1.49,15.0,6,53,390
2582,51.6956,-3.030905,448,Slight,Fine No High Winds,Single Carriageway,41.83,1.34,17.0,3,61,384
2525,53.282665,-3.8060834,446,Slight,Fine No High Winds,Single Carriageway,37.69,1.4,17.0,2,39,405
19,54.659973,-2.753344,440,Slight,Fine No High Winds,Single Carriageway,40.75,1.23,16.0,7,44,389
2667,51.853775,-4.31116,439,Slight,Fine No High Winds,Single Carriageway,38.66,1.41,17.0,2,55,382
1900,51.326805,0.65638244,438,Slight,Fine No High Winds,Dual Carriageway,67.19,1.68,17.0,5,49,384
306,54.69825,-1.5978098,436,Slight,Fine No High Winds,Single Carriageway,40.67,1.36,12.0,3,52,381
2689,51.800514,-4.971973,436,Slight,Fine No High Winds,Single Carriageway,34.56,1.38,16.0,1,59,376
991,53.00413,-0.41461462,435,Slight,Fine No High Winds,Single Carriageway,39.77,1.24,16.0,2,42,391
2284,51.435093,-2.8430555,434,Slight,Fine No High Winds,Single Carriageway,44.59,1.4,16.0,7,44,383
1591,51.671246,-0.59908533,432,Slight,Fine No High Winds,Single Carriageway,34.68,1.28,8.0,6,59,367
2028,50.795456,0.051807582,427,Slight,Fine No High Winds,Single Carriageway,33.63,1.35,17.0,2,74,351
1654,51.727062,-1.0615132,425,Slight,Fine No High Winds,Dual Carriageway,61.48,1.53,17.0,13,89,323
2396,51.713024,-1.9631661,424,Slight,Fine No High Winds,Single Carriageway,40.59,1.3,8.0,3,53,368
652,52.90179,-2.1456583,423,Slight,Fine No High Winds,Single Carriageway,39.34,1.25,8.0,9,33,381
1519,51.62643,0.4199536,421,Slight,Fine No High Winds,Single Carriageway,31.33,1.24,16.0,2,68,351
1646,51.608696,-1.2444892,421,Slight,Fine No High Winds,Single Carriageway,34.11,1.2,18.0,5,69,347
1039,53.37076,-0.0012261999,420,Slight,Fine No High Winds,Single Carriageway,35.98,1.26,12.0,4,62,354
2690,51.687267,-4.929652,417,Slight,Fine No High Winds,Single Carriageway,32.45,1.24,16.0,4,41,372
2301,51.135414,-2.7317228,409,Slight,Fine No High Winds,Single Carriageway,31.49,1.26,8.0,5,43,361
1365,52.08205,0.43532792,403,Slight,Fine No High Winds,Single Carriageway,31.39,1.23,17.0,2,42,359
2121,50.184185,-5.42084,403,Slight,Fine No High Winds,Single Carriageway,43.8,1.36,15.0,10,49,344
1210,52.32953,-0.07338009,402,Slight,Fine No High Winds,Single Carriageway,35.87,1.27,17.0,3,50,349
2039,50.77588,0.10321324,399,Slight,Fine No High Winds,Single Carriageway,32.96,1.26,15.0,2,88,309
2274,51.229126,-2.320332,396,Slight,Fine No High Winds,Single Carriageway,33.96,1.3,18.0,4,50,342
1394,52.061512,1.2616609,393,Slight,Fine No High Winds,Single Carriageway,46.34,1.29,17.0,3,46,344
512,53.6162,-0.95981187,392,Slight,Fine No High Winds,Single Carriageway,34.29,1.43,16.0,6,52,334
801,52.3397,-1.5698844,389,Slight,Fine No High Winds,Single Carriageway,40.08,1.31,8.0,1,52,336
305,54.61977,-1.5750357,389,Slight,Fine No High Winds,Single Carriageway,34.45,1.43,17.0,4,48,337
1314,52.67526,0.9402543,388,Slight,Fine No High Winds,Single Carriageway,36.03,1.22,15.0,7,47,334
62,53.781517,-2.8759265,385,Slight,Fine No High Winds,Single Carriageway,40.73,1.43,17.0,6,64,315
744,52.341053,-2.278864,385,Slight,Fine No High Winds,Single Carriageway,32.44,1.31,16.0,10,51,324
2232,50.386597,-3.9424112,384,Slight,Fine No High Winds,Single Carriageway,48.88,1.47,17.0,4,49,331
1216,52.39638,0.26156878,381,Slight,Fine No High Winds,Single Carriageway,36.3,1.21,17.0,3,49,329
584,53.705288,-0.8759838,381,Slight,Fine No High Winds,Single Carriageway,30.42,1.25,17.0,6,58,317
835,52.40464,-1.1917363,380,Slight,Fine No High Winds,Dual Carriageway,68.47,1.57,17.0,24,51,305
870,53.25721,-1.9078013,379,Slight,Fine No High Winds,Single Carriageway,31.42,1.19,15.0,6,36,337
2456,51.372993,-2.1376922,378,Slight,Fine No High Winds,Single Carriageway,36.3,1.3,8.0,5,45,328
1417,52.085518,-0.26010028,376,Slight,Fine No High Winds,Single Carriageway,44.71,1.31,15.0,2,51,323
538,53.36551,-1.2195605,375,Slight,Fine No High Winds,Single Carriageway,36.61,1.49,16.0,3,53,319
995,52.65424,-0.479446,375,Slight,Fine No High Winds,Single Carriageway,31.04,1.18,17.0,2,46,327
2879,55.947975,-4.5627403,374,Slight,Fine No High Winds,Single Carriageway,33.64,1.28,16.0,5,53,316
2634,51.52232,-3.695096,374,Slight,Fine No High Winds,Single Carriageway,42.67,1.44,17.0,4,50,320
1367,52.343163,0.5241642,372,Slight,Fine No High Winds,Single Carriageway,44.54,1.38,17.0,6,54,312
2779,56.06985,-3.4559307,371,Slight,Fine No High Winds,Single Carriageway,29.84,1.2,17.0,1,60,310
1336,52.456387,1.5677756,370,Slight,Fine No High Winds,Single Carriageway,36.05,1.31,15.0,4,39,327
2877,55.992973,-4.5817213,368,Slight,Fine No High Winds,Single Carriageway,37.39,1.26,16.0,7,61,300
207,53.269657,-2.7904012,368,Slight,Fine No High Winds,Dual Carriageway,59.05,1.63,16.0,5,60,303
1097,52.70132,-1.29169,367,Slight,Fine No High Winds,Dual Carriageway,63.19,1.48,17.0,8,48,311
5,51.345337,0.1436522,362,Slight,Fine No High Winds,Dual Carriageway,54.86,1.42,12.0,4,54,304
2839,56.119434,-3.7896821,357,Slight,Fine No High Winds,Single Carriageway,30.22,1.23,15.0,2,53,302
1600,51.576286,-0.76740944,355,Slight,Fine No High Winds,Single Carriageway,41.35,1.23,8.0,2,44,309
1594,51.707882,-0.6112139,354,Slight,Fine No High Winds,Single Carriageway,32.2,1.19,18.0,2,59,293
2035,50.981644,-0.19801989,352,Slight,Fine No High Winds,Dual Carriageway,62.05,1.42,8.0,6,51,295
1167,52.257156,-1.1640167,351,Slight,Fine No High Winds,Single Carriageway,35.44,1.24,17.0,9,59,283
770,52.8607,-3.0480058,350,Slight,Fine No High Winds,Single Carriageway,34.54,1.21,17.0,4,50,296
2226,50.906975,-3.483485,350,Slight,Fine No High Winds,Single Carriageway,36.43,1.22,17.0,5,38,307
380,54.482296,-0.6271312,346,Slight,Fine No High Winds,Single Carriageway,36.65,1.44,12.0,2,55,289
891,53.176952,-1.4013656,345,Slight,Fine No High Winds,Single Carriageway,32.75,1.35,12.0,5,52,288
2859,55.91864,-4.330799,344,Slight,Fine No High Winds,Single Carriageway,31.8,1.23,17.0,3,42,299
2619,51.532036,-3.380684,343,Slight,Fine No High Winds,Single Carriageway,40.06,1.56,17.0,7,43,293
1550,51.93497,1.2644595,343,Slight,Fine No High Winds,Single Carriageway,32.01,1.17,15.0,3,50,290
152,53.55149,-3.0560231,342,Slight,Fine No High Winds,Single Carriageway,39.62,1.32,15.0,10,53,279
2774,56.190098,-3.159174,339,Slight,Fine No High Winds,Single Carriageway,43.3,1.27,16.0,4,47,288
2862,55.938007,-4.1511984,338,Slight,Fine No High Winds,Single Carriageway,31.24,1.23,15.0,0,43,295
123,53.87251,-2.3895164,338,Slight,Fine No High Winds,Single Carriageway,31.21,1.25,16.0,5,57,276
2804,55.949814,-2.9646184,338,Slight,Fine No High Winds,Single Carriageway,36.83,1.23,15.0,0,48,290
2480,50.793526,-1.9811561,337,Slight,Fine No High Winds,Single Carriageway,35.82,1.36,8.0,6,56,275
2247,50.548447,-3.5032904,337,Slight,Fine No High Winds,Single Carriageway,34.07,1.26,8.0,3,42,292
2560,53.222687,-4.1349382,335,Slight,Fine No High Winds,Single Carriageway,32.42,1.3,15.0,3,49,283
1754,51.149887,-0.9715009,334,Slight,Fine No High Winds,Single Carriageway,37.01,1.18,8.0,3,55,276
1522,51.73193,0.6811482,330,Slight,Fine No High Winds,Single Carriageway,34.33,1.22,17.0,4,62,264
2305,51.229633,-2.9861605,330,Slight,Fine No High Winds,Single Carriageway,30.61,1.17,17.0,2,37,291
516,53.477875,-1.064758,330,Slight,Fine No High Winds,Single Carriageway,33.85,1.44,18.0,1,33,296
2512,50.731632,-2.7543259,324,Slight,Fine No High Winds,Single Carriageway,33.98,1.28,15.0,5,41,278
651,53.110657,-2.1748703,323,Slight,Fine No High Winds,Single Carriageway,31.46,1.31,17.0,3,18,302
362,54.339504,-1.4355917,321,Slight,Fine No High Winds,Single Carriageway,31.03,1.23,16.0,2,47,272
1752,50.7589,-1.5498407,320,Slight,Fine No High Winds,Single Carriageway,31.53,1.19,15.0,4,61,255
2149,50.634,-4.3613076,319,Slight,Fine No High Winds,Single Carriageway,40.66,1.37,15.0,4,27,288
2391,51.997456,-2.1354682,317,Slight,Fine No High Winds,Single Carriageway,37.73,1.22,8.0,7,46,264
1642,51.94968,-1.2032915,314,Slight,Fine No High Winds,Dual Carriageway,61.18,1.42,13.0,5,41,268
1920,51.25731,0.62323546,313,Slight,Fine No High Winds,Dual Carriageway,60.06,1.41,18.0,4,43,266
2668,51.790154,-3.9952095,312,Slight,Fine No High Winds,Single Carriageway,31.41,1.38,15.0,2,48,262
1739,50.752956,-1.2980512,312,Slight,Fine No High Winds,Single Carriageway,31.22,1.27,16.0,0,61,251
2481,50.804607,-1.9337238,312,Slight,Fine No High Winds,Single Carriageway,48.04,1.39,16.0,4,54,254
456,53.788414,-1.3909938,311,Slight,Fine No High Winds,Single Carriageway,37.01,1.34,17.0,8,56,247
22,54.190914,-3.0981982,309,Slight,Fine No High Winds,Single Carriageway,34.85,1.29,16.0,1,44,264
2756,56.56179,-2.5896914,309,Slight,Fine No High Winds,Single Carriageway,30.26,1.18,16.0,4,56,249
2018,51.053417,0.16759722,306,Slight,Fine No High Winds,Single Carriageway,32.39,1.33,17.0,6,58,242
2867,55.797546,-4.395189,306,Slight,Fine No High Winds,Single Carriageway,33.24,1.21,16.0,4,42,260
2801,55.946934,-3.4061184,306,Slight,Fine No High Winds,Single Carriageway,46.83,1.45,16.0,3,38,265
1432,52.01458,-0.4974797,305,Slight,Fine No High Winds,Single Carriageway,35.34,1.27,8.0,4,51,250
1110,52.570107,-1.330572,305,Slight,Fine No High Winds,Single Carriageway,35.8,1.34,15.0,6,30,269
1750,50.992054,-1.4890987,303,Slight,Fine No High Winds,Single Carriageway,36.7,1.23,13.0,4,58,241
1753,50.796413,-0.97763485,302,Slight,Fine No High Winds,Single Carriageway,32.58,1.32,13.0,1,54,247
459,53.904877,-1.693511,298,Slight,Fine No High Winds,Single Carriageway,33.66,1.33,16.0,8,55,235
268,55.165867,-1.688756,296,Slight,Fine No High Winds,Single Carriageway,31.52,1.24,15.0,1,26,269
2012,50.97804,0.096760795,296,Slight,Fine No High Winds,Single Carriageway,39.43,1.24,13.0,9,50,237
1215,52.2986,-0.077747904,296,Slight,Fine No High Winds,Dual Carriageway,64.83,1.64,17.0,2,35,259
1546,51.841255,1.2448313,290,Slight,Fine No High Winds,Single Carriageway,30.72,1.33,15.0,5,47,238
1395,52.09363,1.3036153,290,Slight,Fine No High Winds,Single Carriageway,40.55,1.22,14.0,3,34,253
537,53.364483,-1.3171443,288,Slight,Fine No High Winds,Single Carriageway,37.81,1.39,8.0,4,43,241
2435,51.175438,-1.7674453,288,Slight,Fine No High Winds,Single Carriageway,45.42,1.38,17.0,5,49,234
2695,51.715927,-5.035656,288,Slight,Fine No High Winds,Single Carriageway,31.22,1.28,15.0,1,40,247
2583,51.608204,-3.1017108,287,Slight,Fine No High Winds,Single Carriageway,40.21,1.37,12.0,4,51,232
1098,52.748123,-1.4618096,286,Slight,Fine No High Winds,Single Carriageway,40.35,1.31,8.0,7,30,249
1787,50.947594,-1.5311435,286,Slight,Fine No High Winds,Dual Carriageway,63.53,1.36,17.0,4,37,245
1498,51.86926,0.19874988,283,Slight,Fine No High Winds,Dual Carriageway,60.49,1.42,12.0,2,41,240
178,53.640568,-2.3221288,282,Slight,Fine No High Winds,Single Carriageway,33.3,1.42,17.0,4,44,234
383,53.959846,-2.0197034,281,Slight,Fine No High Winds,Single Carriageway,31.89,1.21,15.0,3,38,240
1756,50.916336,-1.5927042,281,Slight,Fine No High Winds,Dual Carriageway,60.96,1.4,15.0,2,48,231
2630,51.607834,-3.655028,280,Slight,Fine No High Winds,Single Carriageway,30.68,1.32,17.0,3,29,248
369,54.132763,-1.5213828,279,Slight,Fine No High Winds,Single Carriageway,35.84,1.27,16.0,3,52,224
967,52.94334,-1.0407674,279,Slight,Fine No High Winds,Single Carriageway,47.31,1.42,12.0,4,40,235
934,53.20298,-1.0128412,278,Slight,Fine No High Winds,Single Carriageway,38.31,1.31,17.0,4,51,223
1291,52.05559,-0.021510523,277,Slight,Fine No High Winds,Single Carriageway,42.17,1.25,17.0,8,41,228
2448,51.35373,-1.9891171,275,Slight,Fine No High Winds,Single Carriageway,32.47,1.2,15.0,4,31,240
465,53.71119,-2.09749,272,Slight,Fine No High Winds,Single Carriageway,30.62,1.32,17.0,5,59,208
2595,51.77876,-3.2462964,272,Slight,Fine No High Winds,Single Carriageway,36.62,1.5,14.0,4,33,235
1113,52.456573,-1.1960481,270,Slight,Fine No High Winds,Single Carriageway,52.89,1.4,17.0,8,23,239
988,52.678448,-0.31557158,270,Slight,Fine No High Winds,Single Carriageway,40.78,1.23,8.0,5,34,231
810,52.258762,-1.6090792,268,Slight,Fine No High Winds,Dual Carriageway,63.17,1.54,8.0,2,42,224
2613,51.520428,-3.4965553,267,Slight,Fine No High Winds,Single Carriageway,46.4,1.47,17.0,2,38,227
825,52.576126,-1.5406379,266,Slight,Fine No High Winds,Single Carriageway,41.35,1.26,18.0,2,43,221
2747,57.647297,-3.307882,266,Slight,Fine No High Winds,Single Carriageway,32.29,1.14,15.0,4,45,217
361,54.007275,-1.4614782,266,Slight,Fine No High Winds,Single Carriageway,34.1,1.31,17.0,1,60,205
461,53.678776,-1.3567919,265,Slight,Fine No High Winds,Single Carriageway,31.25,1.51,15.0,5,44,216
655,52.98432,-1.9915453,265,Slight,Fine No High Winds,Single Carriageway,34.94,1.37,17.0,3,19,243
586,53.727882,-0.5398239,263,Slight,Fine No High Winds,Single Carriageway,48.21,1.44,8.0,0,41,222
2703,52.5114,-3.3191044,263,Slight,Fine No High Winds,Single Carriageway,34.33,1.21,15.0,2,34,227
266,54.973167,-2.099263,263,Slight,Fine No High Winds,Single Carriageway,37.72,1.24,15.0,2,34,227
754,51.91897,-2.5768592,262,Slight,Fine No High Winds,Single Carriageway,43.28,1.28,15.0,3,26,233
2642,51.679,-3.3753753,262,Slight,Fine No High Winds,Single Carriageway,34.66,1.52,15.0,1,32,229
1911,51.30208,0.9257032,261,Slight,Fine No High Winds,Dual Carriageway,64.79,1.51,8.0,2,25,234
2262,50.432583,-3.6875846,259,Slight,Fine No High Winds,Single Carriageway,35.06,1.26,17.0,2,21,236
1769,51.005066,-0.9363494,258,Slight,Fine No High Winds,Single Carriageway,34.73,1.23,8.0,1,44,213
90,53.597565,-2.8464272,256,Slight,Fine No High Winds,Single Carriageway,31.6,1.45,15.0,1,33,222
430,53.839474,-1.34287,256,Slight,Fine No High Winds,Dual Carriageway,64.96,1.48,17.0,4,30,222
2806,55.613987,-2.8016887,256,Slight,Fine No High Winds,Single Carriageway,31.02,1.2,16.0,0,46,210
426,53.9357,-1.3787566,255,Slight,Fine No High Winds,Single Carriageway,48.35,1.42,12.0,4,33,218
2014,50.9713,0.24512462,255,Slight,Fine No High Winds,Single Carriageway,38.27,1.32,11.0,4,42,209
258,54.815117,-1.4457948,255,Slight,Fine No High Winds,Single Carriageway,31.69,1.28,17.0,2,44,209
2907,55.742867,-3.969934,254,Slight,Fine No High Winds,Single Carriageway,41.06,1.32,18.0,5,47,202
564,53.546543,-0.5530427,252,Slight,Fine No High Winds,Single Carriageway,60.52,1.49,7.0,6,25,221
1002,52.80661,0.009809532,250,Slight,Fine No High Winds,Single Carriageway,42.4,1.36,16.0,2,26,222
1108,52.476677,-0.9211153,248,Slight,Fine No High Winds,Single Carriageway,29.96,1.16,15.0,2,24,222
869,53.13996,-1.555903,248,Slight,Fine No High Winds,Single Carriageway,32.22,1.24,17.0,1,32,215
2218,50.798054,-3.1927593,248,Slight,Fine No High Winds,Single Carriageway,41.98,1.28,17.0,1,20,227
2840,56.016205,-3.9119372,246,Slight,Fine No High Winds,Single Carriageway,42.15,1.22,15.0,2,50,194
458,53.577984,-1.7766743,246,Slight,Fine No High Winds,Single Carriageway,31.42,1.39,8.0,5,35,206
2167,50.45436,-4.4619427,245,Slight,Fine No High Winds,Single Carriageway,39.96,1.33,17.0,0,19,226
1649,51.787884,-1.3643799,245,Slight,Fine No High Winds,Single Carriageway,55.59,1.44,17.0,1,55,189
200,53.09531,-2.3000493,242,Slight,Fine No High Winds,Single Carriageway,38.76,1.42,16.0,4,42,196
1640,51.620438,-1.3013037,241,Slight,Fine No High Winds,Single Carriageway,50.75,1.36,17.0,2,32,207
69,54.127422,-2.7636106,241,Slight,Fine No High Winds,Single Carriageway,43.28,1.48,17.0,1,56,184
2684,52.415504,-4.0774016,240,Slight,Fine No High Winds,Single Carriageway,33.04,1.17,15.0,2,36,202
32,54.71096,-3.4947433,238,Slight,Fine No High Winds,Single Carriageway,31.13,1.42,15.0,1,34,203
1785,50.904503,-1.1924075,237,Slight,Fine No High Winds,Single Carriageway,39.07,1.35,7.0,3,52,182
381,54.134247,-0.79315966,236,Slight,Fine No High Winds,Single Carriageway,30.68,1.22,8.0,0,43,193
1656,51.534687,-0.9023106,235,Slight,Fine No High Winds,Single Carriageway,31.19,1.19,8.0,1,40,194
2538,53.169167,-3.138102,235,Slight,Fine No High Winds,Single Carriageway,33.96,1.29,13.0,1,30,204
1524,51.64724,0.60730207,234,Slight,Fine No High Winds,Single Carriageway,39.7,1.28,8.0,2,33,199
1392,51.974316,0.9888923,234,Slight,Fine No High Winds,Dual Carriageway,67.22,1.48,14.0,7,37,190
13,54.373344,-2.912348,232,Slight,Fine No High Winds,Single Carriageway,32.28,1.27,11.0,6,28,198
2548,53.246696,-3.1337693,232,Slight,Fine No High Winds,Single Carriageway,31.85,1.4,17.0,1,41,190
177,53.36308,-2.3774462,231,Slight,Fine No High Winds,Dual Carriageway,63.38,1.65,16.0,3,24,204
1251,52.557667,-0.12330396,231,Slight,Fine No High Winds,Single Carriageway,31.82,1.25,16.0,0,30,201
2286,50.873955,-2.9610581,231,Slight,Fine No High Winds,Single Carriageway,31.13,1.23,16.0,1,24,206
572,53.683636,-0.44588414,230,Slight,Fine No High Winds,Single Carriageway,41.04,1.42,17.0,5,41,184
1208,52.329285,-0.24024148,230,Slight,Fine No High Winds,Roundabout,54.26,1.33,8.0,4,29,197
449,53.926662,-1.8157673,228,Slight,Fine No High Winds,Single Carriageway,31.97,1.37,12.0,3,50,175
2242,50.391502,-3.5173662,227,Slight,Fine No High Winds,Single Carriageway,33.17,1.12,15.0,2,28,197
2510,50.554455,-2.444209,227,Slight,Fine No High Winds,Single Carriageway,33.83,1.29,15.0,5,42,180
639,52.400906,-1.7568166,227,Slight,Fine No High Winds,Dual Carriageway,55.95,1.52,17.0,1,18,208
386,54.01033,-1.3809904,226,Slight,Fine No High Winds,Single Carriageway,63.72,1.73,17.0,6,36,184
2236,50.54584,-4.146409,226,Slight,Fine No High Winds,Single Carriageway,35.27,1.34,16.0,2,31,193
1902,51.07114,1.083231,226,Slight,Fine No High Winds,Single Carriageway,32.26,1.29,10.0,3,33,190
787,52.534153,-2.4168909,224,Slight,Fine No High Winds,Single Carriageway,32.95,1.27,15.0,5,24,195
1243,52.58608,-0.40974835,223,Slight,Fine No High Winds,Single Carriageway,62.78,1.7,17.0,4,30,189
975,53.085068,-1.1704564,223,Slight,Fine No High Winds,Single Carriageway,44.75,1.52,8.0,7,47,169
1491,51.685734,-0.31994283,223,Slight,Fine No High Winds,Single Carriageway,33.81,1.3,12.0,1,27,195
364,54.240433,-0.40638012,222,Slight,Fine No High Winds,Single Carriageway,38.47,1.26,15.0,2,43,177
1631,51.6696,-0.9539651,220,Slight,Fine No High Winds,Dual Carriageway,62.82,1.58,7.0,10,35,175
1561,51.878345,0.771202,220,Slight,Fine No High Winds,Single Carriageway,52.18,1.4,10.0,5,31,184
1748,51.11229,-0.86264855,219,Slight,Fine No High Winds,Single Carriageway,34.79,1.26,8.0,5,49,165
148,53.373596,-3.1745393,219,Slight,Fine No High Winds,Single Carriageway,31.42,1.27,15.0,0,51,168
702,52.64874,-1.8328058,218,Slight,Fine No High Winds,Single Carriageway,52.25,1.44,17.0,1,18,199
932,53.064087,-1.2691562,218,Slight,Fine No High Winds,Roundabout,62.8,1.44,8.0,3,25,190
2486,50.857674,-2.1581423,216,Slight,Fine No High Winds,Single Carriageway,39.68,1.3,15.0,2,26,188
2528,53.286797,-3.5782354,216,Slight,Fine No High Winds,Single Carriageway,38.56,1.42,18.0,4,35,177
213,53.304794,-2.3715396,216,Slight,Fine No High Winds,Single Carriageway,30.51,1.2,17.0,0,39,177
2114,50.101383,-5.2706237,216,Slight,Fine No High Winds,Single Carriageway,35.79,1.24,11.0,4,21,191
